freebitmexsignals,2022-09-15,12:22:07,Free SignalBuy #JASMY/USDT around 8480 - 8420Leverage should be 10x 25x 50x 100xTargets 8600 - 8685 - 8800 - 8930 and above,"['Free', 'SignalBuy', 'JASMYUSDT', 'around', '8480', '-', '8420Leverage', '10x', '25x', '50x', '100xTargets', '8600', '-', '8685', '-', '8800', '-', '8930']"
freebitmexsignals,2022-09-22,23:29:43,👆🏻👆🏻Best part is if you dont want to do manual trading then you can join our premium group & get all these signals copied to your account via Bot - Contact @dbcaptain to enter the Premium Group,"['👆🏻👆🏻Best', 'part', 'dont', 'want', 'manual', 'trading', 'join', 'premium', 'group', 'get', 'signal', 'copied', 'account', 'via', 'Bot', '-', 'Contact', 'dbcaptain', 'enter', 'Premium', 'Group']"
freebitmexsignals,2022-09-23,08:20:54,Free Signal  Buy #DOGE/USDT around 58200  Leverage should be 10x 25x 50x 100x  Targets 58490 - 58780 - 59070 - 59365 and above,"['Free', 'Signal', 'Buy', 'DOGEUSDT', 'around', '58200', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '58490', '-', '58780', '-', '59070', '-', '59365']"
freebitmexsignals,2022-09-23,12:10:45,"✅✅View the Complete results for for 1st August to 31st August 2022 for our Premium Group🚀🚀We have generated more than 8500% Profit with success ratio of 91% in our Premium Group on Bitmex, Binance Futures, FTX and Bybit Signals 💡Total Trades=120🚀Winning Trades=111🛑Stop Loss Trades=9❇️Total Profit=8532%🛑Total Loss= 515%✅✅Net Profit = (1st August to 31st August 2022) = 8532%🗨Contact @dbcaptain to enter the Premium Group for high quality Signals & Bot on Binance Futures, FTX, Bitmex and Bybit","['✅✅View', 'Complete', 'result', '1st', 'August', '31st', 'August', '2022', 'Premium', 'Group🚀🚀We', 'generated', '8500', 'Profit', 'success', 'ratio', '91', 'Premium', 'Group', 'Bitmex', 'Binance', 'Futures', 'FTX', 'Bybit', 'Signals', '💡Total', 'Trades120🚀Winning', 'Trades111🛑Stop', 'Loss', 'Trades9❇️Total', 'Profit8532🛑Total', 'Loss', '515✅✅Net', 'Profit', '1st', 'August', '31st', 'August', '2022', '8532🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'high', 'quality', 'Signals', 'Bot', 'Binance', 'Futures', 'FTX', 'Bitmex', 'Bybit']"
freebitmexsignals,2022-09-23,14:37:45,🚀 Back to Back profits made in the Premium Group on Futures/FTX/Bybit🚀🚀 Both #BTC/USDT and #1000LUNC/USDT covered all the profit targets to give a profit of 70% and 68% respectively to all Premium Bitmex/Bybit/Futures/FTX Members🗨Contact @dbcaptain now - Enter the most powerful  Premium Group for Binance Futures/FTX/Kucoin/Bybit to generate consistent gains.,"['🚀', 'Back', 'Back', 'profit', 'made', 'Premium', 'Group', 'FuturesFTXBybit🚀🚀', 'Both', 'BTCUSDT', '1000LUNCUSDT', 'covered', 'profit', 'target', 'give', 'profit', '70', '68', 'respectively', 'Premium', 'BitmexBybitFuturesFTX', 'Members🗨Contact', 'dbcaptain', '-', 'Enter', 'powerful', 'Premium', 'Group', 'Binance', 'FuturesFTXKucoinBybit', 'generate', 'consistent', 'gains.']"
freebitmexsignals,2022-09-23,16:36:54,💰💰We appreciate all these great words from our premium members👁‍🗨Contact @dbcaptain to enter the Premium Group & trade manually or via Bot on our great signals,"['💰💰We', 'appreciate', 'great', 'word', 'premium', 'members👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'trade', 'manually', 'via', 'Bot', 'great', 'signal']"
freebitmexsignals,2022-09-23,17:37:03,"✅✅✅#KAVA/USDT, #XRP/USDT & #XLM/USDT - All these 3 trades were posted today & it has resulted in huge profit","['✅✅✅KAVAUSDT', 'XRPUSDT', 'XLMUSDT', '-', 'All', '3', 'trade', 'posted', 'today', 'resulted', 'huge', 'profit']"
freebitmexsignals,2022-09-23,17:37:45,👆🏻👆🏻Wonderful trades posted today & our premium members made good profit on it by 10x leverage👁‍🗨Contact @dbcaptain to enter the Premium Group & get all these great signals copied to your account via Cornix BOt,"['👆🏻👆🏻Wonderful', 'trade', 'posted', 'today', 'premium', 'member', 'made', 'good', 'profit', '10x', 'leverage👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'get', 'great', 'signal', 'copied', 'account', 'via', 'Cornix', 'BOt']"
freebitmexsignals,2022-09-23,19:32:03,Free Signal  Buy #DOGE/USDT around 58200  Leverage should be 10x 25x 50x 100x  Targets 58490 - 58780 - 59070 - 59365 and above,"['Free', 'Signal', 'Buy', 'DOGEUSDT', 'around', '58200', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '58490', '-', '58780', '-', '59070', '-', '59365']"
freebitmexsignals,2022-09-24,05:57:25,Free Signal  Buy #DOGE/USDT around 58200  Leverage should be 10x 25x 50x 100x  Targets 58490 - 58780 - 59070 - 59365 and above,"['Free', 'Signal', 'Buy', 'DOGEUSDT', 'around', '58200', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '58490', '-', '58780', '-', '59070', '-', '59365']"
freebitmexsignals,2022-09-24,06:27:07,Free/Trial Signal🛎🛎 Long #FIL/USDT - Good opportunity to make some profit - Long/Buy it from 5.715 - Use 10x - 25x - 50x - 100x Leverage,"['FreeTrial', 'Signal🛎🛎', 'Long', 'FILUSDT', '-', 'Good', 'opportunity', 'make', 'profit', '-', 'LongBuy', '5.715', '-', 'Use', '10x', '-', '25x', '-', '50x', '-', '100x', 'Leverage']"
freebitmexsignals,2022-09-24,07:48:36,Free Signal  Buy #DOGE/USDT around 58200  Leverage should be 10x 25x 50x 100x  Targets 58490 - 58780 - 59070 - 59365 and above,"['Free', 'Signal', 'Buy', 'DOGEUSDT', 'around', '58200', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '58490', '-', '58780', '-', '59070', '-', '59365']"
freebitmexsignals,2022-09-24,10:56:55,Free Signal  Buy #PEOPLE/USDT around 2080  Leverage should be 10x 25x 50x 100x  Targets 2090 - 2100 - 2120 - 2165 and above,"['Free', 'Signal', 'Buy', 'PEOPLEUSDT', 'around', '2080', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '2090', '-', '2100', '-', '2120', '-', '2165']"
freebitmexsignals,2022-09-24,20:16:11,🚀 Storming profits in the Premium Group🚀🚀 Both #DOGE/USDT and #LINK/USDT covered all the profit targets to give a profit of 77% and 36% respectively to all Premium Bitmex/Bybit/Futures/FTX Members🗨Contact @dbcaptain now - Enter the most powerful  Premium Group for Binance Futures/FTX/Kucoin/Bybit to generate consistent gains.,"['🚀', 'Storming', 'profit', 'Premium', 'Group🚀🚀', 'Both', 'DOGEUSDT', 'LINKUSDT', 'covered', 'profit', 'target', 'give', 'profit', '77', '36', 'respectively', 'Premium', 'BitmexBybitFuturesFTX', 'Members🗨Contact', 'dbcaptain', '-', 'Enter', 'powerful', 'Premium', 'Group', 'Binance', 'FuturesFTXKucoinBybit', 'generate', 'consistent', 'gains.']"
freebitmexsignals,2022-09-24,22:16:04,🚀🚀🚀50% Profit on #BNB/USDT & 50% Profit on #RSR/USDT for our Premium Members,"['🚀🚀🚀50', 'Profit', 'BNBUSDT', '50', 'Profit', 'RSRUSDT', 'Premium', 'Members']"
freebitmexsignals,2022-09-24,22:16:45,👆🏻👆🏻As you can see all these are unbelievable profit within a day  - Our premium trades are the best and all these are copied to your account via Bot if you want automated trading 👁‍🗨Contact @dbcaptain to get started,"['👆🏻👆🏻As', 'see', 'unbelievable', 'profit', 'within', 'day', '-', 'Our', 'premium', 'trade', 'best', 'copied', 'account', 'via', 'Bot', 'want', 'automated', 'trading', '👁\u200d🗨Contact', 'dbcaptain', 'get', 'started']"
freebitmexsignals,2022-09-25,21:10:06,Free/Trial Signal 🛎🛎 Long #FIL/USDT - Good opportunity to make some profit - Long/Buy it from 5.715 - Use 10x - 25x - 50x - 100x Leverage,"['FreeTrial', 'Signal', '🛎🛎', 'Long', 'FILUSDT', '-', 'Good', 'opportunity', 'make', 'profit', '-', 'LongBuy', '5.715', '-', 'Use', '10x', '-', '25x', '-', '50x', '-', '100x', 'Leverage']"
freebitmexsignals,2022-09-25,21:30:57,🚀🚀🚀50% Profit on #RSR/USDT & 30% Profit on #STG/USDT for our premium members,"['🚀🚀🚀50', 'Profit', 'RSRUSDT', '30', 'Profit', 'STGUSDT', 'premium', 'member']"
freebitmexsignals,2022-09-25,21:31:48,👆🏻👆🏻Both the above mentioned trades have resulted in profit almost within 24 hours and both have been closed👁‍🗨Best part is you can contact @dbcaptain to enter the Premium Group & you also have the option to trade manually or via Bot,"['👆🏻👆🏻Both', 'mentioned', 'trade', 'resulted', 'profit', 'almost', 'within', '24', 'hour', 'closed👁\u200d🗨Best', 'part', 'contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'also', 'option', 'trade', 'manually', 'via', 'Bot']"
freebitmexsignals,2022-09-26,08:04:11,Free/Trial Signal 🛎🛎 Long #FIL/USDT - Good opportunity to make some profit - Long/Buy it from 5.715 - Use 10x - 25x - 50x - 100x Leverage,"['FreeTrial', 'Signal', '🛎🛎', 'Long', 'FILUSDT', '-', 'Good', 'opportunity', 'make', 'profit', '-', 'LongBuy', '5.715', '-', 'Use', '10x', '-', '25x', '-', '50x', '-', '100x', 'Leverage']"
freebitmexsignals,2022-09-26,08:28:59,"Binance Futures, FTX, Deribit, Bitmex, Bybit#INJ/USDT ️ BUY - 1.7800Targets: 1.7890 - 1.7980 - 1.8070 - 1.8200Leverage - 10xStop Loss - 1.6910","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitINJUSDT', '️', 'BUY', '-', '1.7800Targets', '1.7890', '-', '1.7980', '-', '1.8070', '-', '1.8200Leverage', '-', '10xStop', 'Loss', '-', '1.6910']"
freebitmexsignals,2022-09-26,08:29:18,"Binance Futures, FTX, Deribit, Bitmex, Bybit #INJ/USDT ️ BUY - 1.7800 Targets: 1.7890 - 1.7980 - 1.8070 - 1.8200 Leverage - 10x Stop Loss - 1.6910","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'Bybit', 'INJUSDT', '️', 'BUY', '-', '1.7800', 'Targets', '1.7890', '-', '1.7980', '-', '1.8070', '-', '1.8200', 'Leverage', '-', '10x', 'Stop', 'Loss', '-', '1.6910']"
freebitmexsignals,2022-09-26,11:22:35,"💰💰Wonderful words from our Premium Members👁‍🗨Contact @dbcaptain to enter the Premium Group - Get all the Binance Futures, Bitmex and Bybit Trades copied to your account via Cornix Bot","['💰💰Wonderful', 'word', 'Premium', 'Members👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', '-', 'Get', 'Binance', 'Futures', 'Bitmex', 'Bybit', 'Trades', 'copied', 'account', 'via', 'Cornix', 'Bot']"
freebitmexsignals,2022-09-26,13:36:42,✅✅✅Huge 166% Profi ton #INJ/USDT for our Premium Members on Binance Futures/FTX/Bybit,"['✅✅✅Huge', '166', 'Profi', 'ton', 'INJUSDT', 'Premium', 'Members', 'Binance', 'FuturesFTXBybit']"
freebitmexsignals,2022-09-26,13:36:57,👆🏻👆🏻We continue to produce daily gains for our Premium Members👁‍🗨Contact @dbcaptain to enter the Premium Group & make daily profit via Cornix Bot,"['👆🏻👆🏻We', 'continue', 'produce', 'daily', 'gain', 'Premium', 'Members👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'make', 'daily', 'profit', 'via', 'Cornix', 'Bot']"
freebitmexsignals,2022-09-27,10:49:19,Free/Trial Signal 🛎🛎 Long #FIL/USDT - Good opportunity to make some profit - Long/Buy it from 5.715 - Use 10x - 25x - 50x - 100x Leverage,"['FreeTrial', 'Signal', '🛎🛎', 'Long', 'FILUSDT', '-', 'Good', 'opportunity', 'make', 'profit', '-', 'LongBuy', '5.715', '-', 'Use', '10x', '-', '25x', '-', '50x', '-', '100x', 'Leverage']"
freebitmexsignals,2022-09-27,17:43:10,🚀🚀🚀 58% Profit on #ZEC/USDT for our premium members,"['🚀🚀🚀', '58', 'Profit', 'ZECUSDT', 'premium', 'member']"
freebitmexsignals,2022-09-27,17:43:17,👆🏻👆🏻These are high quality signals which can be traded with or without leverage on Futures/FTX/Bybit market👁‍🗨Contact @dbcaptain to enter the Premium Group & get started in manual or automated way,"['👆🏻👆🏻These', 'high', 'quality', 'signal', 'traded', 'without', 'leverage', 'FuturesFTXBybit', 'market👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'get', 'started', 'manual', 'automated', 'way']"
freebitmexsignals,2022-09-28,14:47:20,"Binance Futures, FTX, Deribit, Bitmex, Bybit#REEFUSDT  BUY 5345Targets 5370 - 5395 - 5430 - 5460Stop Loss  5070Leverage   10x","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitREEFUSDT', 'BUY', '5345Targets', '5370', '-', '5395', '-', '5430', '-', '5460Stop', 'Loss', '5070Leverage', '10x']"
freebitmexsignals,2022-09-28,14:47:49,"Binance Futures, FTX, Deribit, Bitmex, Bybit #REEFUSDT  BUY 5345 Targets 5370 - 5395 - 5430 - 5460  Stop Loss  5070 Leverage   10x","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'Bybit', 'REEFUSDT', 'BUY', '5345', 'Targets', '5370', '-', '5395', '-', '5430', '-', '5460', 'Stop', 'Loss', '5070', 'Leverage', '10x']"
freebitmexsignals,2022-09-28,16:58:07,✅✅#RSR/USDT has resulted in 50% Profit & 40% Profit on #GMT/USDT for our Premium Members on Futures/FTX/Bybit,"['✅✅RSRUSDT', 'resulted', '50', 'Profit', '40', 'Profit', 'GMTUSDT', 'Premium', 'Members', 'FuturesFTXBybit']"
freebitmexsignals,2022-09-28,17:00:54,👆🏻👆🏻Above are some great signals which are being posted in the premium group for daily profit on Futures/FTX/Bybit👁‍🗨Contact @dbcaptain to enter the Premium Group for high quality signals daily,"['👆🏻👆🏻Above', 'great', 'signal', 'posted', 'premium', 'group', 'daily', 'profit', 'FuturesFTXBybit👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'high', 'quality', 'signal', 'daily']"
freebitmexsignals,2022-09-28,18:20:49,"Binance Futures, FTX, Deribit, Bitmex, Bybit #REEFUSDT  BUY 5345 Targets 5370 - 5395 - 5430 - 5460  Stop Loss  5070 Leverage   10x","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'Bybit', 'REEFUSDT', 'BUY', '5345', 'Targets', '5370', '-', '5395', '-', '5430', '-', '5460', 'Stop', 'Loss', '5070', 'Leverage', '10x']"
freebitmexsignals,2022-09-28,18:33:36,Free SignalBuy #KSM/USDT around 44.050Leverage should be 10x 25x 50x 100xTargets 44.270 - 44.490 - 44.710 - 44.930 and above,"['Free', 'SignalBuy', 'KSMUSDT', 'around', '44.050Leverage', '10x', '25x', '50x', '100xTargets', '44.270', '-', '44.490', '-', '44.710', '-', '44.930']"
freebitmexsignals,2022-09-28,19:52:07,❇️❇️❇️151% Profit on #REEF/USDT for our Premium Members on Binance Futures/FTX/Bybit,"['❇️❇️❇️151', 'Profit', 'REEFUSDT', 'Premium', 'Members', 'Binance', 'FuturesFTXBybit']"
freebitmexsignals,2022-09-28,19:52:15,👆🏻👆🏻These are all huge profit on Futures Market - Trade with 10x leverage or you can just set the bot to trade as per your preferred leverage and it will trade automatically to make daily gains as per the signals👁‍🗨Contact @dbcaptain to enter the Premium Group for daily profitable calls & get these signals copied to your account via Cornix Bot,"['👆🏻👆🏻These', 'huge', 'profit', 'Futures', 'Market', '-', 'Trade', '10x', 'leverage', 'set', 'bot', 'trade', 'per', 'preferred', 'leverage', 'trade', 'automatically', 'make', 'daily', 'gain', 'per', 'signals👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'daily', 'profitable', 'call', 'get', 'signal', 'copied', 'account', 'via', 'Cornix', 'Bot']"
freebitmexsignals,2022-09-28,20:09:53,Free Signal  Buy #KSM/USDT around 44.050  Leverage should be 10x 25x 50x 100x  Targets 44.270 - 44.490 - 44.710 - 44.930 and above,"['Free', 'Signal', 'Buy', 'KSMUSDT', 'around', '44.050', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '44.270', '-', '44.490', '-', '44.710', '-', '44.930']"
freebitmexsignals,2022-09-28,20:11:50,Free Signal  Buy #PEOPLE/USDT around 2080  Leverage should be 10x 25x 50x 100x  Targets 2090 - 2100 - 2120 - 2165 and above,"['Free', 'Signal', 'Buy', 'PEOPLEUSDT', 'around', '2080', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '2090', '-', '2100', '-', '2120', '-', '2165']"
freebitmexsignals,2022-09-29,07:23:03,Free Signal  Buy #KSM/USDT around 44.050  Leverage should be 10x 25x 50x 100x  Targets 44.270 - 44.490 - 44.710 - 44.930 and above,"['Free', 'Signal', 'Buy', 'KSMUSDT', 'around', '44.050', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '44.270', '-', '44.490', '-', '44.710', '-', '44.930']"
freebitmexsignals,2022-09-29,14:46:09,Free SignalBuy #XMR/USDT 147.30-147.00Leverage 10x 25x 50x 100x Targets 149.00 - 150.00 - 151.45 - 154.00 and above,"['Free', 'SignalBuy', 'XMRUSDT', '147.30-147.00Leverage', '10x', '25x', '50x', '100x', 'Targets', '149.00', '-', '150.00', '-', '151.45', '-', '154.00']"
freebitmexsignals,2022-09-29,14:46:23,https://cryptopotato.com/bitcoin-reclaims-19k-terra-classic-lunc-jumps-7-market-watch/,['httpscryptopotato.combitcoin-reclaims-19k-terra-classic-lunc-jumps-7-market-watch']
freebitmexsignals,2022-09-29,20:32:53,Free Signal  Buy #XMR/USDT 147.30-147.00  Leverage 10x 25x 50x 100x   Targets 149.00 - 150.00 - 151.45 - 154.00 and above,"['Free', 'Signal', 'Buy', 'XMRUSDT', '147.30-147.00', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '149.00', '-', '150.00', '-', '151.45', '-', '154.00']"
freebitmexsignals,2022-09-30,08:41:02,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT#ALPHA/USDT ️ Enter Above - 10900Targets: 10955 - 11010 - 11070 - 11150Leverage - 10xStop Loss - 10355","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDTALPHAUSDT', '️', 'Enter', 'Above', '-', '10900Targets', '10955', '-', '11010', '-', '11070', '-', '11150Leverage', '-', '10xStop', 'Loss', '-', '10355']"
freebitmexsignals,2022-09-30,08:44:10,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT #ALPHA/USDT ️ Enter Above - 10900  Targets: 10955 - 11010 - 11070 - 11150 Leverage - 10x Stop Loss - 10355","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDT', 'ALPHAUSDT', '️', 'Enter', 'Above', '-', '10900', 'Targets', '10955', '-', '11010', '-', '11070', '-', '11150', 'Leverage', '-', '10x', 'Stop', 'Loss', '-', '10355']"
freebitmexsignals,2022-09-30,10:15:27,Free Signal  Buy #XMR/USDT 147.30-147.00  Leverage 10x 25x 50x 100x   Targets 149.00 - 150.00 - 151.45 - 154.00 and above,"['Free', 'Signal', 'Buy', 'XMRUSDT', '147.30-147.00', 'Leverage', '10x', '25x', '50x', '100x', 'Targets', '149.00', '-', '150.00', '-', '151.45', '-', '154.00']"
freebitmexsignals,2022-09-30,18:24:58,🎯🎯 🚀 Huge profit for all the Premium members on Futures/FTX/Bybit🚀🚀 Both #ALPHA/USDT and #XRP/USDT covered all the profit targets to give a profit of 150% and 189% respectively to all Premium Bitmex/Bybit/Futures/FTX Members🗨Contact @dbcaptain now - Enter the most powerful  Premium Group for Binance Futures/FTX/Kucoin/Bybit to generate consistent gains.,"['🎯🎯', '🚀', 'Huge', 'profit', 'Premium', 'member', 'FuturesFTXBybit🚀🚀', 'Both', 'ALPHAUSDT', 'XRPUSDT', 'covered', 'profit', 'target', 'give', 'profit', '150', '189', 'respectively', 'Premium', 'BitmexBybitFuturesFTX', 'Members🗨Contact', 'dbcaptain', '-', 'Enter', 'powerful', 'Premium', 'Group', 'Binance', 'FuturesFTXKucoinBybit', 'generate', 'consistent', 'gains.']"
freebitmexsignals,2022-10-01,14:41:56,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT#RSR/USDT ️Entry Above - 8650Targets: 8695 - 8740 - 8780 - 8870Leverage - 10xStop Loss - 8215","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDTRSRUSDT', '️Entry', 'Above', '-', '8650Targets', '8695', '-', '8740', '-', '8780', '-', '8870Leverage', '-', '10xStop', 'Loss', '-', '8215']"
freebitmexsignals,2022-10-01,14:42:09,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT #RSR/USDT ️Entry Above - 8650  Targets: 8695 - 8740 - 8780 - 8870 Leverage - 10x Stop Loss - 8215","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDT', 'RSRUSDT', '️Entry', 'Above', '-', '8650', 'Targets', '8695', '-', '8740', '-', '8780', '-', '8870', 'Leverage', '-', '10x', 'Stop', 'Loss', '-', '8215']"
freebitmexsignals,2022-10-01,15:04:53,✅✅✅ Huge 115% Profit on #BCH/USDT for our Premium Members on Binance Futures/FTX/Bybit,"['✅✅✅', 'Huge', '115', 'Profit', 'BCHUSDT', 'Premium', 'Members', 'Binance', 'FuturesFTXBybit']"
freebitmexsignals,2022-10-01,15:09:07,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT #RSR/USDT ️Entry Above - 8650  Targets: 8695 - 8740 - 8780 - 8870 Leverage - 10x Stop Loss - 8215","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDT', 'RSRUSDT', '️Entry', 'Above', '-', '8650', 'Targets', '8695', '-', '8740', '-', '8780', '-', '8870', 'Leverage', '-', '10x', 'Stop', 'Loss', '-', '8215']"
freebitmexsignals,2022-10-01,19:59:09,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT #RSR/USDT ️Entry Above - 8650  Targets: 8695 - 8740 - 8780 - 8870 Leverage - 10x Stop Loss - 8215","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDT', 'RSRUSDT', '️Entry', 'Above', '-', '8650', 'Targets', '8695', '-', '8740', '-', '8780', '-', '8870', 'Leverage', '-', '10x', 'Stop', 'Loss', '-', '8215']"
freebitmexsignals,2022-10-01,22:55:46,🚀🚀🚀50% Profit on #RSR/USDT for our Premium Members on Futures/FTX/Bybit,"['🚀🚀🚀50', 'Profit', 'RSRUSDT', 'Premium', 'Members', 'FuturesFTXBybit']"
freebitmexsignals,2022-10-01,22:56:24,👆🏻👆🏻These are spectacular profit on daily basis👁‍🗨Contact @dbcaptain to enter the Premium Group & make daily gains on Futures/FTX/Bybit - You can trade manually or also use the Bot to make daily gains,"['👆🏻👆🏻These', 'spectacular', 'profit', 'daily', 'basis👁\u200d🗨Contact', 'dbcaptain', 'enter', 'Premium', 'Group', 'make', 'daily', 'gain', 'FuturesFTXBybit', '-', 'You', 'trade', 'manually', 'also', 'use', 'Bot', 'make', 'daily', 'gain']"
freebitmexsignals,2022-10-02,13:28:47,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT#LIT/USDT BUY 615Targets 618 - 621 - 624 - 627Stop Loss   590Leverage   10x","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDTLITUSDT', 'BUY', '615Targets', '618', '-', '621', '-', '624', '-', '627Stop', 'Loss', '590Leverage', '10x']"
freebitmexsignals,2022-10-02,13:33:06,"Binance Futures, FTX, Deribit, Bitmex, BybitUSDT #LIT/USDT BUY 615 Targets 618 - 621 - 624 - 627  Stop Loss   590 Leverage   10x","['Binance', 'Futures', 'FTX', 'Deribit', 'Bitmex', 'BybitUSDT', 'LITUSDT', 'BUY', '615', 'Targets', '618', '-', '621', '-', '624', '-', '627', 'Stop', 'Loss', '590', 'Leverage', '10x']"
